"","ServiceAddressStreetNumber","ServiceAddressStreetName","PREMISESALESCLASSDESC","Sales Class","Active/Inactive","SW StatusCode","Status Code","BILLABLEIMPERVIOUSACRES","PARCELSIZE","IMPERVIOUSSIZE","ACCOUNTTAXTYPE","Tax Description","Customer Class","BILLINGCYCLENUMBER","PREMISECYCLENUMBER","Bunch Code","SW Last Billing Date","SW Last Amount Billed","SW Last Paid Date","SW Final Shut Off Date","WA Last Billing Date","WA Last Amount Billed","WA Last Paid Date","WA Final Shut Off Date","WA ActiveCode","WA ActiveCodeDesc","WA StatusCode","WA StatusDescription","WALANDLORDCODE","WAONWERTENANTFLAG","S-Current","S-30-60","S-60+","W-Current","W-30-60","W-60+","T-Current","T-30-60","T-60+","Total","61+ Days >150","61+ Days <150","Zero balance","Meter (Yes/No)","Status Code2","Breakdown","New Sales Class","Address"
"1653","8400","MINOCK ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,132.72,5212021,0,5272021,54.65,5212021,0,0,NA,0,NA,0,"O",132.72,2.85,204.55,54.65,1.18,84.61,187.37,4.03,289.16,480.56,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","8400 MINOCK ST"
"1654","8300","WESTWOOD ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.12,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,16.42,4202021,0,5272021,12.93,4202021,0,0,NA,0,NA,0,"T",16.42,16.42,198,12.93,12.93,50.69,29.35,29.35,248.69,307.39,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","8300 WESTWOOD ST"
"1655","8400","WESTWOOD ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.11,0.03,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,43.44,5102021,0,5172021,18.14,5102021,0,0,NA,0,NA,0,"O",43.44,0,187.73,18.14,0,82.36,61.58,0,270.09,331.67,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","8400 WESTWOOD ST"
"1656","19600","TIREMAN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.09,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,0.32,5162021,0,5272021,7.71,5162021,0,0,NA,0,NA,0,"O",0.32,0,2038.12,7.71,0,937.64,8.03,0,2975.76,2983.79,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","19600 TIREMAN ST"
"1657","19800","TIREMAN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.09,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,251.38,4082021,0,5272021,122.46,4082021,0,0,NA,0,NA,0,"O",251.38,68.79,89.94,122.67,39.01,34.75,374.05,107.8,124.69,606.54,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","19800 TIREMAN ST"
"1658","8000","AUBURN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.1,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,0.32,4212021,0,5272021,7.71,4212021,0,0,NA,0,NA,0,"O",0.32,0.32,1095.99,7.71,7.71,449.13,8.03,8.03,1545.12,1561.18,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","8000 AUBURN ST"
"1659","8200","EVERGREEN AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.16,0.05,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,47.13,4222021,0,5172021,15.53,4222021,0,0,NA,0,NA,0,"O",47.13,0,0,15.53,0,0,62.66,0,0,62.66,0,0,1,"YES","NORMAL","Other","RESIDENTIAL","8200 EVERGREEN AVE"
"1660","8200","PLAINVIEW AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.09,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,58.54,5202021,0,5272021,20.75,5202021,0,0,NA,0,NA,0,"O",62.04,71.34,3206.87,22.05,26.88,1307.62,84.09,98.22,4514.49,4696.8,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","8200 PLAINVIEW AVE"
"1661","8400","PLAINVIEW AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.09,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,56.36,5202021,0,5272021,31.18,5202021,0,0,NA,0,NA,0,"O",56.36,0,949.59,31.18,0,312.37,87.54,0,1261.96,1349.5,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","8400 PLAINVIEW AVE"
"1662","6700","EVERGREEN AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.11,0.03,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,41.27,3152021,0,5272021,28.57,3152021,0,0,NA,0,NA,0,"O",41.27,29.86,615,28.57,23.36,236.37,69.84,53.22,851.37,974.43,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","6700 EVERGREEN AVE"
"1663","7200","EVERGREEN AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.02,0.08,0.02,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,72.99,5112021,0,5272021,33.79,5112021,0,0,NA,0,NA,0,"O",72.99,55.87,519.99,33.79,25.97,239.83,106.78,81.84,759.82,948.44,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","7200 EVERGREEN AVE"
"1664","7300","EVERGREEN AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.08,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,17.44,5202021,0,5272021,15.53,5202021,0,0,NA,0,NA,0,"O",17.44,0,0,15.53,0,0,32.97,0,0,32.97,0,0,1,"YES","NORMAL","Other","RESIDENTIAL","7300 EVERGREEN AVE"
"1665","6300","VAUGHAN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.1,0.06,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,57.53,5042021,0,5172021,18.14,5042021,0,0,NA,0,NA,0,"O",57.53,0,103.43,18.14,0,53.31,75.67,0,156.74,232.41,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","6300 VAUGHAN ST"
"1666","6500","VAUGHAN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,33.54,5192021,0,5272021,24.6,5192021,0,0,NA,0,NA,0,"O",33.54,0,198.14,24.6,0,87.07,58.14,0,285.21,343.35,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","6500 VAUGHAN ST"
"1667","6400","EVERGREEN AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.14,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,50.66,5202021,0,5272021,28.57,5202021,0,0,NA,0,NA,0,"O",50.66,0,408.82,28.57,0,178.31,79.23,0,587.13,666.36,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","6400 EVERGREEN AVE"
"1668","20000","TIREMAN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.09,0.05,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,64.25,6012021,0,5172021,23.36,6012021,0,0,NA,0,NA,0,"O",64.25,81.36,463.83,23.36,31.18,170.72,87.61,112.54,634.55,834.7,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","20000 TIREMAN ST"
"1669","7200","VAUGHAN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.11,0.06,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,63.24,5182021,0,5172021,20.75,5182021,0,0,NA,0,NA,0,"O",63.24,68.95,624.11,20.75,23.36,200.14,83.99,92.31,824.25,1000.55,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","7200 VAUGHAN ST"
"1670","7300","VAUGHAN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.12,0.05,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,75.66,2032021,0,5172021,28.57,3032021,0,0,NA,0,NA,0,"O",79.44,75.66,0,29.21,12.88,0,108.65,88.54,0,197.19,0,0,1,"YES","NORMAL","Other","RESIDENTIAL","7300 VAUGHAN ST"
"1671","7700","VAUGHAN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,33.54,3192021,0,5272021,20.75,3192021,0,0,NA,0,NA,0,"O",33.54,33.54,944.16,20.75,20.75,442.86,54.29,54.29,1387.02,1495.6,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","7700 VAUGHAN ST"
"1672","8000","VAUGHAN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.02,0.1,0.02,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,61.58,5042021,0,5272021,28.57,5042021,0,0,NA,0,NA,0,"O",61.58,61.58,413.39,28.57,28.57,145.57,90.15,90.15,558.96,739.26,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","8000 VAUGHAN ST"
"1673","8200","VAUGHAN ST","CITY RESIDENTIAL","RESIDENTIAL","Inactive",0,"NORMAL",0.04,0.1,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,0,8212020,8092020,5272021,0,8212020,8092020,2,NA,0,NA,0,"O",0,0,734.23,0,0,166.56,0,0,900.79,900.79,1,0,1,"NO","NORMAL","B $500-$1000","RESIDENTIAL","8200 VAUGHAN ST"
"1674","20100","TIREMAN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,52.83,5082021,0,5172021,18.14,5082021,0,0,NA,0,NA,0,"O",52.83,0,235.85,18.14,0,82.79,70.97,0,318.64,389.61,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","20100 TIREMAN ST"
"1675","8300","HEYDEN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.13,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,52.83,5142021,0,5272021,18.14,5142021,0,0,NA,0,NA,0,"O",52.83,52.83,938.37,18.14,18.14,404.5,70.97,70.97,1342.87,1484.81,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","8300 HEYDEN ST"
"1676","8400","VAUGHAN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.1,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,48.14,3082021,0,5272021,21.99,3082021,0,0,NA,0,NA,0,"T",48.14,53.85,320.71,21.99,24.6,145.94,70.13,78.45,466.65,615.23,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","8400 VAUGHAN ST"
"1677","7300","HEYDEN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.1,0.03,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,29.86,7302020,0,5272021,23.36,7302020,0,0,NA,0,NA,0,"O",29.86,18.44,1735.64,23.36,18.14,774,53.22,36.58,2509.64,2599.44,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","7300 HEYDEN ST"
"1678","7600","HEYDEN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.09,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,22.13,5262021,0,5272021,15.53,5262021,0,0,NA,0,NA,0,"O",22.13,0,282.97,15.53,0,84,37.66,0,366.97,404.63,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7600 HEYDEN ST"
"1679","7200","STOUT ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.1,0.06,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,46.12,5302021,0,5172021,12.93,5302021,0,0,NA,0,NA,0,"O",0,0,356.96,0,0,131.02,0,0,487.98,487.98,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7200 STOUT ST"
"1680","7300","STOUT ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0,0.1,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,-1.34,12112019,0,5272021,15.53,12112019,0,0,NA,0,NA,0,"O",0,4.36,268.64,15.53,18.14,179.94,15.53,22.5,448.58,486.61,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7300 STOUT ST"
"1681","7600","STOUT ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,58.54,5052021,0,5172021,20.75,5052021,0,0,NA,0,NA,0,"O",58.54,0,22.16,20.75,0,7.8,79.29,0,29.96,109.25,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","7600 STOUT ST"
"1682","7700","STOUT ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,90.6,5192021,0,5272021,46.83,5192021,0,0,NA,0,NA,0,"O",90.6,0,181.49,46.83,0,70.04,137.43,0,251.53,388.96,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7700 STOUT ST"
"1683","8200","STOUT ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.13,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,42.44,6022021,0,5272021,15.53,6022021,0,0,NA,0,NA,0,"O",45.42,59.56,645.43,16.7,23.36,285.97,62.12,82.92,931.4,1076.44,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","8200 STOUT ST"
"1684","20400","TIREMAN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.09,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,166.95,5122021,0,5272021,70.3,5122021,0,0,NA,0,NA,0,"O",166.95,149.84,224.51,70.3,62.48,91.46,237.25,212.32,315.97,765.54,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","20400 TIREMAN ST"
"1685","8600","FIELDING ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.12,0.05,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,69.95,5072021,0,5172021,25.97,5072021,0,0,NA,0,NA,0,"O",69.95,0,173.65,25.97,0,65.51,95.92,0,239.16,335.08,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","8600 FIELDING ST"
"1686","7400","PATTON ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,75.66,4192021,0,5172021,28.57,4192021,0,0,NA,0,NA,0,"O",75.66,75.66,287.81,28.57,28.57,109.14,104.23,104.23,396.95,605.41,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7400 PATTON ST"
"1687","7300","FIELDING ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,33.54,5212021,0,5272021,20.75,5212021,0,0,NA,0,NA,0,"O",33.54,0,1319.93,20.75,0,672.45,54.29,0,1992.38,2046.67,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","7300 FIELDING ST"
"1688","7400","FIELDING ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,161.25,6012021,0,5272021,67.69,6012021,0,0,NA,0,NA,0,"O",161.25,127.01,295.78,67.69,52.05,108.31,228.94,179.06,404.09,812.09,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7400 FIELDING ST"
"1689","7600","FIELDING ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,87.07,5042021,0,5272021,33.79,5042021,0,0,NA,0,NA,0,"O",91.14,85.14,993.01,35.35,32.61,434.12,126.49,117.75,1427.13,1671.37,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","7600 FIELDING ST"
"1690","7700","FIELDING ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.1,0.03,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,29.86,3252021,0,5272021,23.36,3252021,0,0,NA,0,NA,0,"O",29.86,18.44,475.92,23.36,18.14,209.53,53.22,36.58,685.45,775.25,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","7700 FIELDING ST"
"1691","7600","PATTON ST","CITY RESIDENTIAL","RESIDENTIAL","Inactive",0,"NORMAL",0.05,0.09,0.05,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,3162021,0,3152021,1312021,2082021,-150,1272021,1312021,2,NA,0,NA,0,"O",0,0,0,0,0,0,0,0,0,0,0,0,0,"NO","NORMAL","Other","RESIDENTIAL","7600 PATTON ST"
"1692","7700","PATTON ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.09,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,59.56,4262021,0,5272021,23.36,4262021,0,0,NA,0,NA,0,"O",61.97,48.14,10.22,24.27,18.14,2.21,86.24,66.28,12.43,164.95,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","7700 PATTON ST"
"1693","8300","PATTON ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,44.95,5212021,0,5272021,25.97,5212021,0,0,NA,0,NA,0,"O",44.95,0,341.37,25.97,0,121.09,70.92,0,462.46,533.38,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","8300 PATTON ST"
"1694","7600","BRAILE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,22.13,6012021,0,5272021,15.53,6012021,0,0,NA,0,NA,0,"O",22.13,33.54,441.28,15.53,20.75,189.34,37.66,54.29,630.62,722.57,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","7600 BRAILE ST"
"1695","8000","BRAILE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.12,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,40.26,5202021,0,5272021,25.97,5202021,0,0,NA,0,NA,0,"O",40.26,0,261.78,25.97,0,118.62,66.23,0,380.4,446.63,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","8000 BRAILE ST"
"1696","8600","BRAILE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.12,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,11.73,5192021,0,5272021,12.93,5192021,0,0,NA,0,NA,0,"O",11.73,0,153.26,12.93,0,51.79,24.66,0,205.05,229.71,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","8600 BRAILE ST"
"1697","8000","PIERSON ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.12,0.05,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,69.95,5102021,0,5172021,25.97,5102021,0,0,NA,0,NA,0,"O",69.95,0,152.84,25.97,0,58.98,95.92,0,211.82,307.74,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","8000 PIERSON ST"
"1698","8400","PIERSON ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.12,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,50.66,5102021,0,5272021,28.57,5102021,0,0,NA,0,NA,0,"O",50.66,44.95,1309.09,28.57,25.97,340.06,79.23,70.92,1649.15,1799.3,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","8400 PIERSON ST"
"1699","7400","BRAILE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,22.13,5222021,0,5272021,15.53,5222021,0,0,NA,0,NA,0,"O",22.13,0,299.01,15.53,0,145.87,37.66,0,444.88,482.54,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7400 BRAILE ST"
"1700","8200","TRINITY ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.15,0.06,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,200.18,5042021,0,5172021,83.34,5042021,0,0,NA,0,NA,0,"O",200.18,0,2042.91,83.34,0,480.43,283.52,0,2523.34,2806.86,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","8200 TRINITY ST"
"1701","8600","TRINITY ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.12,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,69.95,2022021,0,5272021,25.97,2022021,0,0,NA,0,NA,0,"O",69.95,64.25,489.39,25.97,23.36,204.82,95.92,87.61,694.21,877.74,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","8600 TRINITY ST"
"1702","8600","PATTON ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.12,0.03,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,12.74,5062021,0,5272021,15.53,5062021,0,0,NA,0,NA,0,"O",12.74,0,4.76,15.53,0,45.58,28.27,0,50.34,78.61,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","8600 PATTON ST"
"1703","8200","PIERSON ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.11,0.03,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,43.44,5082021,0,5172021,18.14,5082021,0,0,NA,0,NA,0,"O",43.44,0.41,318.33,18.14,0.17,59.76,61.58,0.58,378.09,440.25,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","8200 PIERSON ST"
"1704","7700","EVERGREEN AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.11,0.06,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,91.77,5112021,0,5172021,33.79,5112021,0,0,NA,0,NA,0,"O",91.77,0,390.36,33.79,0,138.21,125.56,0,528.57,654.13,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","7700 EVERGREEN AVE"
"1705","20200","TIREMAN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.1,0.04,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,65.26,5092021,0,5172021,25.97,5092021,0,0,NA,0,NA,0,"O",65.26,0,519.04,25.97,0,206.8,91.23,0,725.84,817.07,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","20200 TIREMAN ST"
"1706","7700","HEYDEN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.11,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,57.38,5212021,0,5272021,33.79,5212021,0,0,NA,0,NA,0,"O",57.38,0,1789.73,33.79,0,780.03,91.17,0,2569.76,2660.93,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","7700 HEYDEN ST"
"1707","8800","ROSEMONT AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.11,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,755.69,4102021,0,5272021,341.53,4102021,0,0,NA,0,NA,0,"O",755.69,749.98,3529.93,341.53,338.93,1626.97,1097.22,1088.91,5156.9,7343.03,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","8800 ROSEMONT AVE"
"1708","18400","W CHICAGO ST","CITY COMMERCIAL","COMMERCIAL","Active",0,"NORMAL",0.23,0.37,0.23,10,"APARTMENT BUILDING","COMMERCIAL",53,53,NA,5172021,298.88,5042021,0,5172021,129.47,5042021,0,0,NA,0,NA,0,"O",298.88,0,3209.86,129.47,0,1343.69,428.35,0,4553.55,4981.9,1,0,1,"YES","NORMAL","C $1000+","COMMERCIAL","18400 W CHICAGO ST"
"1709","9200","ROSEMONT AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.12,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,22.13,6012021,0,5272021,19.38,6012021,0,0,NA,0,NA,0,"O",24.49,49.77,175.77,20.35,20.48,73.65,44.84,70.25,249.42,364.51,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","9200 ROSEMONT AVE"
"1710","9200","ASHTON AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.07,0.12,0.07,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,37.22,5202021,0,5272021,18.14,5202021,0,0,NA,0,NA,0,"O",37.22,0,170.2,18.14,0,55.58,55.36,0,225.78,281.14,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","9200 ASHTON AVE"
"1711","11300","ROSEMONT AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.12,0.04,0,"RESIDENTIAL","RESIDENTIAL",53,53,NA,5172021,53.85,5032021,0,5172021,24.6,5032021,0,0,NA,0,NA,0,"O",53.85,0,154.56,24.6,0,70.02,78.45,0,224.58,303.03,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","11300 ROSEMONT AVE"
"1712","11600","ASHTON AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.11,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,131.56,4292021,0,5272021,67.69,4292021,0,0,NA,0,NA,0,"O",131.56,137.26,346.15,67.69,70.3,145.09,199.25,207.56,491.24,898.05,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","11600 ASHTON AVE"
"1713","11700","ASHTON AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.11,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,38.24,5312021,0,5272021,20.75,5312021,0,0,NA,0,NA,0,"O",0,0,333.49,0,0,96.45,0,0,429.94,429.94,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","11700 ASHTON AVE"
